日期,收盘,开盘,高,低,交易量,涨跌幅
2015年5月10日,212.44,211.57,212.61,208.62,462.55M,0.39%
2015年5月17日,212.99,212.24,213.78,212.16,345.72M,0.26%
2015年5月24日,211.14,212.4,212.98,210.2,417.42M,-0.87%
2015年5月31日,209.77,211.94,212.67,208.98,546.28M,-0.65%
2015年6月7日,210.01,209.64,212.09,207.69,537.91M,0.11%
2015年6月14日,210.81,208.64,213.34,207.79,632.75M,0.38%
2015年6月21日,209.82,211.91,212.59,209.16,432.76M,-0.47%
2015年6月28日,207.31,208.04,209.83,205.28,625.90M,-1.20%
2015年7月5日,207.48,205.77,208.17,204.11,729.39M,0.08%
2015年7月12日,212.48,208.99,212.55,208.94,481.41M,2.41%
2015年7月19日,208,212.75,213.18,207.6,445.34M,-2.11%
2015年7月26日,210.5,206.94,211.45,206.26,556.27M,1.20%
2015年8月2日,207.95,210.46,211.31,206.87,515.46M,-1.21%
2015年8月9日,209.42,209.28,210.67,205.36,540.65M,0.71%
2015年8月16日,197.83,208.71,210.68,197.52,864.63M,-5.53%
2015年8月23日,199.28,187.49,199.84,182.4,1.65B,0.73%
2015年8月30日,192.59,198.11,199.12,190.73,938.74M,-3.36%
2015年9月6日,196.74,195.94,199.47,194.25,543.68M,2.15%
2015年9月13日,195.45,196.95,202.89,194.96,792.54M,-0.66%
2015年9月20日,192.85,196.44,197.68,190.56,666.84M,-1.33%
2015年9月27日,195,191.78,195.03,186.93,843.10M,1.11%
2015年10月4日,201.33,196.46,201.9,196.33,621.03M,3.25%
2015年10月11日,203.27,201.42,203.29,198.94,492.26M,0.96%
2015年10月18日,207.51,202.5,207.95,201.65,576.36M,2.09%
2015年10月25日,207.93,207.3,209.44,205.79,504.45M,0.20%
2015年11月1日,210.04,208.32,211.66,208.17,466.62M,1.01%
2015年11月8日,202.54,209.31,209.49,202.44,549.62M,-3.57%
2015年11月15日,209.31,202.32,210.12,202.18,542.34M,3.34%
2015年11月22日,209.56,209.38,209.98,207.41,253.10M,0.12%
2015年11月29日,209.62,209.75,211,204.75,678.26M,0.03%
2015年12月6日,201.88,209.23,209.73,201.51,695.10M,-3.69%
2015年12月13日,200.02,202.07,208.48,199.83,957.96M,-0.92%
2015年12月20日,205.68,201.41,206.33,200.09,369.65M,2.83%
2015年12月27日,203.87,204.86,207.79,203.87,336.74M,-0.88%
2016年1月3日,191.92,200.49,201.9,191.58,908.57M,-5.86%
2016年1月10日,187.81,193.01,194.86,185.52,1.15B,-2.14%
2016年1月17日,190.52,189.96,190.76,181.02,845.88M,1.44%
2016年1月24日,193.72,189.92,193.88,187.06,811.42M,1.68%
2016年1月31日,187.95,192.53,194.58,187.1,844.00M,-2.98%
2016年2月7日,186.63,185.77,188.34,181.09,870.95M,-0.70%
2016年2月14日,192,188.77,193.32,187.63,473.40M,2.88%
2016年2月21日,195.09,193.87,196.68,189.32,606.47M,1.61%
2016年2月28日,200.43,195.11,201.35,193.33,594.60M,2.74%
2016年3月6日,202.76,199.34,202.81,197.38,613.80M,1.16%
2016年3月13日,204.38,202.16,205.23,201.05,568.74M,0.80%
2016年3月20日,203.12,204.07,205.23,201.74,335.81M,-0.62%
2016年3月27日,206.92,203.61,207.14,202.4,450.70M,1.87%
2016年4月3日,204.5,206.83,207.07,203.09,463.90M,-1.17%
2016年4月10日,207.78,205.25,208.6,203.7,436.42M,1.60%
2016年4月17日,208.97,207.14,210.92,207,436.89M,0.57%
2016年4月24日,206.33,208.26,209.81,205.03,459.00M,-1.26%
2016年5月1日,205.72,206.92,208.18,203.88,417.79M,-0.30%
2016年5月8日,204.76,205.57,208.54,204.38,419.64M,-0.47%
2016年5月15日,205.49,204.96,207.34,202.78,536.33M,0.36%
2016年5月22日,210.24,205.51,210.25,204.99,350.93M,2.31%
2016年5月29日,210.28,210.56,210.93,208.86,344.62M,0.02%
2016年6月5日,210.07,210.7,212.52,209.43,379.65M,-0.10%
2016年6月12日,206.52,209.36,210.37,205.59,618.52M,-1.69%
2016年6月19日,203.13,208.82,210.87,202.72,686.99M,-1.64%
2016年6月26日,209.92,201.59,210.49,198.65,816.78M,3.34%
2016年7月3日,212.65,208.95,212.94,207.06,425.39M,1.30%
2016年7月10日,215.83,213.19,217.01,212.95,460.62M,1.50%
2016年7月17日,217.24,215.97,217.37,215.63,301.80M,0.65%
2016年7月24日,217.12,217,217.54,215.62,354.59M,-0.06%
2016年7月31日,218.18,217.19,218.23,214.25,338.08M,0.49%
2016年8月7日,218.46,218.4,218.94,217.23,282.92M,0.13%
2016年8月14日,218.54,218.89,219.5,217.02,306.59M,0.04%
2016年8月21日,217.29,218.26,219.6,216.25,378.23M,-0.57%
2016年8月28日,218.37,217.44,218.87,216.03,391.02M,0.50%
2016年9月4日,213.28,218.7,219.22,213.25,428.95M,-2.33%
2016年9月11日,213.37,212.39,216.81,212.31,786.10M,0.04%
2016年9月18日,215.99,214.13,217.53,213.03,410.51M,1.23%
2016年9月25日,216.3,215.02,217.12,213.62,501.01M,0.14%
2016年10月2日,215.04,215.82,216.3,213.99,428.99M,-0.58%
2016年10月9日,213.12,216.16,216.7,211.21,450.79M,-0.89%
2016年10月16日,213.98,213.09,214.64,212.17,364.39M,0.40%
2016年10月23日,212.54,215,215.32,211.71,420.24M,-0.67%
2016年10月30日,208.55,212.93,213.19,208.38,485.45M,-1.88%
2016年11月6日,216.42,211.45,218.31,211.3,747.66M,3.77%
2016年11月13日,218.5,217.03,219.27,215.72,407.91M,0.96%
2016年11月20日,221.52,219.17,221.56,219,234.32M,1.38%
2016年11月27日,219.68,221.16,221.82,219.15,413.63M,-0.83%
2016年12月4日,226.51,220.65,226.53,220.42,426.17M,3.11%
2016年12月11日,225.04,226.4,228.34,224.67,636.39M,-0.65%
2016年12月18日,225.71,225.25,226.57,224.92,341.01M,0.30%
2016年12月25日,223.53,226.02,226.73,222.73,264.46M,-0.97%
2017年1月1日,227.21,225.04,227.75,223.88,320.05M,1.65%
2017年1月8日,227.05,226.91,227.45,224.96,320.19M,-0.07%
2017年1月15日,226.74,226.31,227.31,225.41,311.81M,-0.14%
2017年1月22日,228.97,226.35,229.71,225.27,374.74M,0.98%
2017年1月29日,229.34,228.17,229.55,226.32,384.96M,0.16%
2017年2月5日,231.51,228.87,231.77,228.31,299.26M,0.95%
2017年2月12日,235.09,232.08,235.16,232.05,375.00M,1.55%
2017年2月19日,236.74,235.52,236.9,235.41,308.06M,0.70%
2017年2月26日,238.42,236.64,240.32,236.01,454.86M,0.71%
2017年3月5日,237.69,237.5,238.12,235.74,371.34M,-0.31%
2017年3月12日,237.03,237.62,239.44,236.19,380.57M,-0.28%
2017年3月19日,233.86,237.03,237.61,232.96,494.83M,-1.34%
2017年3月26日,235.74,231.93,236.52,231.61,373.36M,0.80%
2017年4月2日,235.2,235.8,237.39,233.91,394.36M,-0.23%
2017年4月9日,232.51,235.36,236.25,232.51,330.41M,-1.14%
2017年4月16日,234.59,233.11,235.84,232.88,423.29M,0.89%
2017年4月23日,238.08,237.18,239.53,234.56,401.55M,1.49%
2017年4月30日,239.7,238.68,239.72,237.7,320.86M,0.68%
2017年5月7日,238.98,239.75,240.19,238.13,270.31M,-0.30%
2017年5月14日,238.31,239.47,240.67,235.43,507.39M,-0.28%
2017年5月21日,241.71,238.9,242.08,238.82,269.23M,1.43%
2017年5月28日,244.17,241.34,244.35,240.64,284.63M,1.02%
2017年6月4日,243.41,243.97,245.01,241.95,347.43M,-0.31%
2017年6月11日,242.64,243.13,244.87,241.63,375.80M,-0.32%
2017年6月18日,243.13,243.59,244.73,242.41,289.14M,0.20%
2017年6月25日,241.8,243.9,244.38,239.96,402.76M,-0.55%
2017年7月2日,242.11,242.88,243.38,240.34,217.67M,0.13%
2017年7月9日,245.56,241.95,245.97,240.85,246.36M,1.42%
2017年7月16日,246.88,245.47,247.42,244.67,263.15M,0.54%
2017年7月23日,246.91,246.79,248,245.68,269.97M,0.01%
2017年7月30日,247.41,247.37,247.79,246.37,269.15M,0.20%
2017年8月6日,244.12,247.49,248.91,243.7,351.70M,-1.33%
2017年8月13日,242.71,245.59,247.57,242.2,450.49M,-0.58%
2017年8月20日,244.56,242.64,245.62,241.83,294.00M,0.76%
2017年8月27日,247.84,245.17,248.33,242.93,319.54M,1.34%
2017年9月3日,246.58,247.26,247.52,244.95,271.18M,-0.51%
2017年9月10日,249.19,248.04,250.32,248.02,378.37M,1.06%
2017年9月17日,249.44,249.61,250.19,248.92,252.34M,0.10%
2017年9月24日,251.23,249.15,251.32,248.08,322.50M,0.72%
2017年10月1日,254.37,251.49,254.7,251.29,325.96M,1.25%
2017年10月8日,254.95,254.63,255.27,253.65,228.40M,0.23%
2017年10月15日,257.11,255.21,257.14,254.35,261.75M,0.85%
2017年10月22日,257.71,257.48,257.89,254,389.93M,0.23%
2017年10月29日,258.45,257.07,258.5,256.19,284.83M,0.29%
2017年11月5日,258.09,258.3,259.35,256.36,312.69M,-0.14%
2017年11月12日,257.86,257.31,259.04,255.63,335.89M,-0.09%
2017年11月19日,260.36,258.14,260.48,257.86,190.14M,0.97%
2017年11月26日,264.46,260.41,266.05,260,521.04M,1.57%
2017年12月3日,265.51,266.31,266.8,262.71,401.72M,0.40%
2017年12月10日,266.51,265.58,267.56,265.39,516.46M,0.38%
2017年12月17日,267.51,268.1,268.6,266.69,388.54M,0.38%
2017年12月24日,266.86,267.05,268.55,266.64,244.12M,-0.24%
2017年12月31日,273.42,267.84,273.56,267.4,340.89M,2.46%
2018年1月7日,277.92,273.31,278.11,272.92,337.32M,1.65%
2018年1月14日,280.41,279.35,280.41,276.18,461.46M,0.90%
2018年1月21日,286.58,280.17,286.63,280.11,515.55M,2.20%
2018年1月28日,275.45,285.93,286.43,275.41,604.14M,-3.88%
2018年2月4日,261.5,273.45,275.85,252.92,1.35B,-5.06%
2018年2月11日,273.11,263.83,275.32,261.66,617.32M,4.44%
2018年2月18日,274.71,272.03,274.72,269.64,388.53M,0.59%
2018年2月25日,269.08,275.93,278.92,264.82,623.44M,-2.05%
2018年3月4日,278.87,267.73,278.87,267.61,444.11M,3.64%
2018年3月11日,274.2,279.2,280.41,274.14,453.57M,-1.67%
2018年3月18日,258.05,273.35,274.4,257.83,580.00M,-5.89%
2018年3月25日,263.15,262.13,266.77,258.58,542.59M,1.98%
2018年4月1日,259.72,262.55,266.64,254.67,692.13M,-1.30%
2018年4月8日,265.15,261.37,267.54,259.94,456.13M,2.09%
2018年4月15日,266.61,267,271.3,265.61,363.00M,0.55%
2018年4月22日,266.56,267.26,267.98,260.85,407.07M,-0.02%
2018年4月29日,266.02,267.26,267.89,259.05,470.29M,-0.20%
2018年5月6日,272.85,266.89,273.15,265.15,314.41M,2.57%
2018年5月13日,271.33,273.34,274.08,270.03,316.67M,-0.56%
2018年5月20日,272.15,273.01,274.25,270.78,308.10M,0.30%
2018年5月27日,273.6,270.31,273.94,267.76,350.37M,0.53%
2018年6月3日,278.19,274.53,278.28,274.18,304.36M,1.68%
2018年6月10日,277.13,278.44,279.48,275.35,407.43M,-0.38%
2018年6月17日,274.74,275.49,276.72,273.53,331.91M,-0.86%
2018年6月24日,271.28,273.44,273.87,268.49,485.89M,-1.26%
2018年7月1日,275.42,269.51,275.84,269.24,229.16M,1.53%
2018年7月8日,279.59,276.55,279.93,276.5,287.93M,1.51%
2018年7月15日,279.68,279.64,281.18,278.41,288.89M,0.03%
2018年7月22日,281.42,279.45,284.37,279.06,328.66M,0.62%
2018年7月29日,283.6,281.51,283.66,279.16,303.53M,0.77%
2018年8月5日,283.16,283.64,286.01,282.36,237.51M,-0.16%
2018年8月12日,285.06,283.47,285.56,280.16,348.09M,0.67%
2018年8月19日,287.51,285.57,287.67,285.06,258.77M,0.86%
2018年8月26日,290.31,288.86,291.74,288.68,292.87M,0.97%
2018年9月2日,287.6,289.84,290.21,286.71,269.48M,-0.93%
2018年9月9日,290.88,288.74,291.27,286.98,266.67M,1.14%
2018年9月16日,291.99,290.82,293.94,289.03,385.10M,0.38%
2018年9月23日,290.72,291.34,292.24,289.41,306.86M,-0.43%
2018年9月30日,287.82,292.11,293.21,286.22,391.53M,-1.00%
2018年10月7日,275.95,287.05,288.86,270.36,834.84M,-4.12%
2018年10月14日,276.25,275.55,281.15,274.3,605.60M,0.11%
2018年10月21日,265.33,277,277.36,262.29,746.21M,-3.95%
2018年10月28日,271.89,268.8,275.23,259.85,668.29M,2.47%
2018年11月4日,277.76,272.44,281.22,271.35,392.86M,2.16%
2018年11月11日,273.73,277.19,277.46,267.01,584.96M,-1.45%
2018年11月18日,263.25,273.05,273.38,263.07,357.45M,-3.83%
2018年11月25日,275.65,265.78,276.28,265.34,463.66M,4.71%
2018年12月2日,263.57,280.28,280.4,262.44,646.21M,-4.38%
2018年12月9日,260.47,263.37,269,258.62,584.55M,-1.18%
2018年12月16日,240.7,259.4,260.65,239.98,1.02B,-7.59%
2018年12月23日,247.75,239.04,251.4,233.76,705.16M,2.93%
2018年12月30日,252.39,249.56,253.11,243.67,557.99M,1.87%
2019年1月6日,258.98,252.69,259.16,251.69,471.34M,2.61%
2019年1月13日,266.46,256.86,266.98,256.41,457.77M,2.89%
2019年1月20日,265.78,264.82,266.7,260.66,357.65M,-0.26%
2019年1月27日,270.06,263.39,271.2,261.79,434.02M,1.61%
2019年2月3日,270.47,270.11,273.44,267.83,369.92M,0.15%
2019年2月10日,277.37,271.2,277.41,270.03,385.89M,2.55%
2019年2月17日,279.14,276.48,279.36,276.35,278.06M,0.64%
2019年2月24日,280.42,280.73,281.31,277.48,330.95M,0.46%
2019年3月3日,274.46,281.6,281.87,272.42,421.33M,-2.13%
2019年3月10日,281.31,275.26,282.38,275.23,374.23M,2.50%
2019年3月17日,279.25,281.55,285.18,279.18,439.29M,-0.73%
2019年3月24日,282.48,278.87,282.84,277.64,364.35M,1.16%
2019年3月31日,288.57,284.7,288.63,284.4,293.55M,2.16%
2019年4月7日,290.16,288.1,290.47,286.7,297.13M,0.55%
2019年4月14日,290.02,290.24,291.43,288.66,228.73M,-0.05%
2019年4月21日,293.41,289.17,293.49,289.07,251.49M,1.17%
2019年4月28日,294.03,293.51,294.95,289.52,331.56M,0.21%
2019年5月5日,288.1,289.25,293.31,282.3,559.40M,-2.02%
2019年5月12日,285.84,282.42,289.21,279.93,455.35M,-0.78%
2019年5月19日,282.78,284.06,286.93,280.57,313.21M,-1.07%
2019年5月26日,275.27,283.09,284.15,275.24,324.39M,-2.66%
2019年6月2日,287.65,275.31,288.85,273.09,388.53M,4.50%
2019年6月9日,289.26,289.37,291.4,287.81,267.81M,0.56%
2019年6月16日,294,289.52,296.31,289.18,403.19M,1.64%
2019年6月23日,293,294.23,294.58,290.35,280.90M,-0.34%
2019年6月30日,298.46,296.68,298.82,294.33,233.19M,1.86%
2019年7月7日,300.65,297.01,300.73,295.48,236.78M,0.73%
2019年7月14日,297.17,301.13,301.13,296.7,241.36M,-1.16%
2019年7月21日,302.01,297.61,302.23,297.04,236.04M,1.63%
2019年7月28日,292.62,301.88,301.93,290.9,447.62M,-3.11%
2019年8月4日,291.62,288.09,293.62,281.72,621.47M,-0.34%
2019年8月11日,288.85,289.96,294.15,282.39,483.70M,-0.95%
2019年8月18日,284.85,292.19,293.93,283.47,356.07M,-1.38%
2019年8月25日,292.45,287.27,294.24,285.25,321.70M,2.67%
2019年9月1日,298.05,290.57,298.83,289.27,249.18M,1.91%
2019年9月8日,301.09,299.14,302.46,295.97,313.04M,1.02%
2019年9月15日,298.28,299.84,302.63,297.41,350.84M,-0.93%
2019年9月22日,295.4,297.55,299.84,293.69,361.85M,-0.97%
2019年9月29日,294.35,295.97,298.45,284.82,419.59M,-0.36%
2019年10月6日,296.28,293.47,298.74,288.49,386.42M,0.66%
2019年10月13日,297.97,295.93,300.24,295.57,250.07M,0.57%
2019年10月20日,301.6,299.42,302.2,298.5,204.64M,1.22%
2019年10月27日,306.14,302.94,306.19,301.73,276.27M,1.51%
2019年11月3日,308.94,307.85,309.65,306.06,253.37M,0.91%
2019年11月10日,311.79,307.42,311.84,307.27,251.59M,0.92%
2019年11月17日,310.96,311.53,312.69,309.06,296.47M,-0.27%
2019年11月24日,314.31,311.98,315.48,311.98,167.88M,1.08%
2019年12月1日,314.87,314.59,315.31,307.13,290.21M,0.18%
2019年12月8日,317.32,314.44,318.67,312.81,319.66M,0.78%
2019年12月15日,320.73,319.22,321.97,317.25,426.89M,1.07%
2019年12月22日,322.86,321.59,323.8,320.9,146.86M,0.66%
2019年12月29日,322.41,322.95,324.89,320.15,243.93M,-0.14%
2020年1月5日,325.71,320.49,327.46,320.36,268.68M,1.02%
2020年1月12日,331.95,326.39,332.18,325.92,332.25M,1.92%
2020年1月19日,328.77,330.9,332.95,327.36,266.20M,-0.96%
2020年1月26日,321.73,323.03,328.63,320.73,391.28M,-2.14%
2020年2月2日,332.2,323.35,334.19,323.22,312.27M,3.25%
2020年2月9日,337.6,331.23,338.12,331.19,260.01M,1.63%
2020年2月16日,333.48,336.51,339.08,332.58,294.11M,-1.22%
2020年2月23日,296.26,323.14,333.56,285.54,1.24B,-11.16%
2020年3月1日,297.46,298.21,313.84,290.23,1.13B,0.41%
2020年3月8日,269.32,275.3,288.52,247.68,1.56B,-9.46%
2020年3月15日,228.8,241.18,256.9,228.02,1.52B,-15.05%
2020年3月22日,243.15,227.65,244.06,218.3,230.26M,6.27%
